,property-type,rooms-number,area,open-fire,terrace-area,terrace,garden ,garden-area,swimming-pool,price,type,zip-code,region,equipped-kitchen,building-state,facades-number
15599,DUPLEX,4,211,False,15.0,True,True,109,False,995000.0,APARTMENT,1030,Schaerbeek,USA_HYPER_EQUIPPED,AS_NEW,2.0
15610,APARTMENT,1,73,False,10.0,True,True,90,False,200000.0,APARTMENT,1140,Evere,INSTALLED,GOOD,2.0
15674,GROUND_FLOOR,2,180,False,37.0,True,True,37,False,599000.0,APARTMENT,1050,Ixelles,NOT_INSTALLED,TO_BE_DONE_UP,2.0
15675,GROUND_FLOOR,2,180,False,37.0,True,True,37,False,599000.0,APARTMENT,1060,Saint-Gilles,NOT_INSTALLED,TO_BE_DONE_UP,2.0
15718,APARTMENT,3,186,False,50.0,True,True,700,False,1650000.0,APARTMENT,1180,Uccle,HYPER_EQUIPPED,AS_NEW,3.0
15729,GROUND_FLOOR,3,201,False,60.0,True,True,311,False,1690000.0,APARTMENT,1180,Uccle,HYPER_EQUIPPED,AS_NEW,4.0
15750,GROUND_FLOOR,2,96,True,6.0,True,True,180,False,320000.0,APARTMENT,1020,Laeken,INSTALLED,GOOD,3.0
15769,GROUND_FLOOR,2,85,False,16.0,True,True,35,False,215000.0,APARTMENT,2660,Antwerpen,INSTALLED,GOOD,2.0
16213,APARTMENT,5,326,False,14.0,True,True,390,False,1550000.0,APARTMENT,1180,Uccle,HYPER_EQUIPPED,GOOD,2.0
16358,GROUND_FLOOR,2,107,False,46.0,True,True,300,False,219000.0,APARTMENT,4101,Seraing (Jemeppe-sur-Meuse),INSTALLED,AS_NEW,4.0
16493,APARTMENT,2,108,False,22.0,True,True,128,False,449000.0,APARTMENT,1200,Woluwe-Saint-Lambert,USA_HYPER_EQUIPPED,JUST_RENOVATED,2.0
16503,APARTMENT,2,131,False,22.0,True,True,22,False,399000.0,APARTMENT,1300,Wavre,USA_HYPER_EQUIPPED,AS_NEW,2.0
16585,GROUND_FLOOR,2,82,False,1.0,True,True,60,False,269900.0,APARTMENT,2640,Mortsel,INSTALLED,AS_NEW,2.0
16609,APARTMENT,2,103,True,8.0,True,True,10,False,340000.0,APARTMENT,1020,Bruxelles,HYPER_EQUIPPED,AS_NEW,2.0
16691,GROUND_FLOOR,1,110,False,15.0,True,True,30,False,299000.0,APARTMENT,1040,Etterbeek,INSTALLED,TO_BE_DONE_UP,2.0
16705,GROUND_FLOOR,3,166,False,20.0,True,True,260,False,849000.0,APARTMENT,1180,Uccle,USA_INSTALLED,AS_NEW,2.0
16781,GROUND_FLOOR,2,112,False,14.0,True,True,60,False,430000.0,APARTMENT,1780,Wemmel,USA_HYPER_EQUIPPED,AS_NEW,2.0
16796,GROUND_FLOOR,2,108,False,10.0,True,True,200,False,449000.0,APARTMENT,1180,Uccle,USA_INSTALLED,AS_NEW,2.0
16852,GROUND_FLOOR,2,80,False,30.0,True,True,45,False,315000.0,APARTMENT,2640,Mortsel,INSTALLED,GOOD,3.0
16910,APARTMENT,2,78,False,21.0,True,True,176,False,289000.0,APARTMENT,3500,Hasselt,INSTALLED,GOOD,2.0
16943,GROUND_FLOOR,2,140,False,28.0,True,True,40,False,670000.0,APARTMENT,1180,Uccle,USA_HYPER_EQUIPPED,AS_NEW,2.0
16978,GROUND_FLOOR,2,87,False,7.0,True,True,114,False,200000.0,APARTMENT,4100,Seraing,HYPER_EQUIPPED,AS_NEW,3.0
16985,APARTMENT,1,56,False,26.0,True,True,36,False,118000.0,APARTMENT,4300,Waremme Oleye,INSTALLED,GOOD,3.0
17091,GROUND_FLOOR,2,61,False,12.0,True,True,80,False,265000.0,APARTMENT,8370,Blankenberge,INSTALLED,GOOD,4.0
17100,GROUND_FLOOR,2,110,False,15.0,True,True,50,False,335000.0,APARTMENT,2870,Puurs,HYPER_EQUIPPED,AS_NEW,2.0
17242,GROUND_FLOOR,3,135,False,43.0,True,True,125,False,420000.0,APARTMENT,9120,Beveren,HYPER_EQUIPPED,AS_NEW,3.0
17268,APARTMENT,3,134,False,18.0,True,True,140,False,749000.0,APARTMENT,1180,Uccle,USA_HYPER_EQUIPPED,AS_NEW,2.0
17334,APARTMENT,3,110,False,9.0,True,True,30,False,259000.0,APARTMENT,2610,Antwerpen,INSTALLED,TO_BE_DONE_UP,2.0
17339,GROUND_FLOOR,2,82,False,36.0,True,True,47,False,279000.0,APARTMENT,3012,Leuven,INSTALLED,AS_NEW,3.0
17366,APARTMENT,3,100,False,20.0,True,True,180,False,200000.0,APARTMENT,2160,Wommelgem,INSTALLED,GOOD,2.0
17519,GROUND_FLOOR,2,167,False,35.0,True,True,14000,False,730000.0,APARTMENT,2930,Brasschaat,HYPER_EQUIPPED,AS_NEW,3.0
17556,GROUND_FLOOR,2,105,False,9.0,True,True,43,False,440000.0,APARTMENT,1180,Uccle,HYPER_EQUIPPED,AS_NEW,2.0
17587,TRIPLEX,4,155,False,15.0,True,True,30,False,565000.0,APARTMENT,1030,Schaerbeek,USA_HYPER_EQUIPPED,AS_NEW,2.0
17639,PENTHOUSE,2,82,False,35.0,True,True,35,False,299000.0,APARTMENT,2580,Putte,INSTALLED,AS_NEW,2.0
17878,DUPLEX,2,95,False,14.0,True,True,50,False,335000.0,APARTMENT,1730,Asse,INSTALLED,AS_NEW,1.0
17939,APARTMENT,3,100,False,10.0,True,True,15,False,399000.0,APARTMENT,1200,Woluwe-Saint-Lambert,USA_INSTALLED,AS_NEW,2.0
18131,APARTMENT,2,111,False,27.0,True,True,27,False,306000.0,APARTMENT,8750,Wingene,INSTALLED,GOOD,3.0
18478,GROUND_FLOOR,2,93,False,15.0,True,True,191,False,349000.0,APARTMENT,2940,Hoevenen,HYPER_EQUIPPED,AS_NEW,2.0
18488,APARTMENT,2,90,False,26.0,True,True,70,False,259000.0,APARTMENT,3945,Ham,INSTALLED,AS_NEW,2.0
18851,GROUND_FLOOR,2,82,False,16.0,True,True,12,False,735000.0,APARTMENT,8300,Knokke-Heist,USA_HYPER_EQUIPPED,AS_NEW,3.0
18941,APARTMENT,2,92,False,16.0,True,True,16,False,228000.0,APARTMENT,8600,Diksmuide,INSTALLED,GOOD,4.0
19090,APARTMENT,1,74,False,22.0,True,True,82,False,325000.0,APARTMENT,3018,Wijgmaal,INSTALLED,GOOD,2.0
19142,GROUND_FLOOR,2,90,False,20.0,True,True,30,False,385000.0,APARTMENT,1200,Woluwe-Saint-Lambert,INSTALLED,GOOD,2.0
19182,GROUND_FLOOR,3,134,False,20.0,True,True,150,False,305000.0,APARTMENT,1620,Drogenbos,NOT_INSTALLED,TO_RENOVATE,2.0
19376,GROUND_FLOOR,5,219,False,40.0,True,True,100,False,1180000.0,APARTMENT,1180,Uccle,USA_HYPER_EQUIPPED,JUST_RENOVATED,4.0
19387,DUPLEX,3,145,False,24.0,True,True,500,False,255000.0,APARTMENT,6780,Messancy,INSTALLED,AS_NEW,2.0
19404,DUPLEX,1,145,False,8.0,True,True,350,False,325000.0,APARTMENT,3300,Tienen,HYPER_EQUIPPED,AS_NEW,2.0
19444,GROUND_FLOOR,1,75,False,26.0,True,True,49,False,229000.0,APARTMENT,1081,Koekelberg,HYPER_EQUIPPED,AS_NEW,2.0
19455,APARTMENT,2,98,False,17.0,True,True,50,False,399000.0,APARTMENT,2018,Antwerp,HYPER_EQUIPPED,AS_NEW,2.0
19654,DUPLEX,2,90,False,25.0,True,True,50,False,229000.0,APARTMENT,1400,Nivelles,USA_HYPER_EQUIPPED,GOOD,3.0
19753,APARTMENT,1,67,False,5.0,True,True,20,False,152000.0,APARTMENT,7322,Bernissart Pommeroeul,USA_HYPER_EQUIPPED,AS_NEW,4.0
19757,APARTMENT,2,70,False,10.0,True,True,100,False,210000.0,APARTMENT,1070,Anderlecht,USA_SEMI_EQUIPPED,AS_NEW,2.0
19846,APARTMENT,3,172,False,25.0,True,True,130,False,570000.0,APARTMENT,1180,Uccle,INSTALLED,GOOD,3.0
19873,GROUND_FLOOR,2,80,False,30.0,True,True,30,False,240000.0,APARTMENT,1180,Uccle,INSTALLED,GOOD,2.0
19968,APARTMENT,1,54,False,3.0,True,True,100,False,199000.0,APARTMENT,3550,Heusden,INSTALLED,AS_NEW,2.0
